healthID,title,date,content,source,url,id
1,43歲男子確診猴痘　曾訪泰國和台灣並有高風險接觸,2024-10-02,一名以往健康良好的43歲男子確診猴痘，現時情況穩定，已入住瑪嘉烈醫院。 該名病人潛伏期內曾到訪泰國和台灣，在當地曾有高風險接觸。他上月24日起出疹，之後兩度向灣仔男性社會衞生科診所求診。 衞生防護中心表示，中心暫未發現個案與本港早前錄得的其他猴痘確診個案有流行病學關連，正繼續進行流行病學調查，會通報世界衞生組織。 中心提醒市民提高警覺，避免與懷疑感染猴痘的人士作密切身體接觸，同時強烈建議高風險目標群組人士接種猴痘疫苗。,Yahoo Entertainment,https://hk.news.yahoo.com/43%E6%AD%B2%E7%94%B7%E5%AD%90%E7%A2%BA%E8%A8%BA%E7%8C%B4%E7%97%98-%E6%9B%BE%E8%A8%AA%E6%B3%B0%E5%9C%8B%E5%92%8C%E5%8F%B0%E7%81%A3%E4%B8%A6%E6%9C%89%E9%AB%98%E9%A2%A8%E9%9A%AA%E6%8E%A5%E8%A7%B8-122613047.html,123
1,68歲翁「咳嗽、走路喘」確診肺癌　3D影像＋微創手術成功重拾健康,2024-09-30,【健康醫療網／記者王冠廷報導】長期吸菸的江姓男子平時常咳嗽、走路易喘，日常生活雖無其他不適，仍在親友勸說下至醫院進行低劑量電腦斷層肺癌篩檢，一檢查竟真中鏢。由於江男肺部結節小於3公分，且並無擴散跡象，在胸腔內外科醫師團隊評估下建議手術，但江男擔心年紀大，手術可能傷了元氣，術後恢復遙遙無期，對開刀一度抗拒。 3D影像重組技術 讓手術治療更精準 羅東博愛醫院胸腔外科白楚彬醫師將多張電腦斷層以「3D影像重組系統」模擬手術路徑，向江男詳細解釋，透過單孔胸腔鏡手術，胸上傷口至結節僅兩點一線，精準的微創方式治療，既能完整根除…,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9cb5d42f-aa72-47a2-a543-2971fc57da20,146
1,乳房摸到硬塊，確診「良性腫瘤」該切除嗎？ 醫給答案...3情況建議要拿掉,2024-10-12,小玲在乳房外側摸到一顆一元硬幣大小的硬塊，到醫院檢查經診斷後雖然是屬於良性腫瘤，但她仍然擔心哪天會不會演變成惡性？經常為此困擾不已，想將它拿掉，以絕後患！卻又擔心切除後乳房會變形、還會留下傷疤。 哪些良性腫瘤可能轉變為癌症？ 良性腫瘤是指細胞在分裂過程中不受控制造成不正常的增生，一般認為與體質、年齡及荷爾蒙改變有關，但實際成因不明，至於會不會演變成為惡性腫瘤，就要看腫瘤類型，仍然有轉為惡性的可能。中國醫藥大學附設醫院乳房外科研究醫師廖庭儀指出，有少數良性腫瘤如非典型乳管增生（ADH）之後成為惡性腫瘤的機會較高。這…,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8022a276-7696-4a72-afb6-74988e0352b1,149
1,北市首例本土登革熱！文山區7旬老翁確診　未曾到過中和、新店,2024-10-02,[周刊王CTWANT] 衛生局表示，針對確診個案居住地周遭半徑100公尺範圍，進行病媒蚊密度調查及孳生源清除等防治工作，並於昨晚緊急召開文山區區級應變中心會議，啟動跨機關防治作為。此外，截至昨日，台北市累計41例登革熱病例， 40例境外移入病例、1例本土病例，感染地以東南亞國家為主。衛生...,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_915df814-596a-4d35-ae23-b3a39576f2b7,129
1,台日混血女大生返台低燒乾咳 X光照「大片白」確診黴漿菌肺炎,2024-10-17,台中一名台日混血女大生，從日本回台後出現乾咳低燒，以為是感冒，但吃藥沒效，到台中醫院照X光後發現，肺部白了一大塊，原來是感染了黴漿菌肺炎。,Yahoo Entertainment,https://tw.news.yahoo.com/%E5%8F%B0%E6%97%A5%E6%B7%B7%E8%A1%80%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%BF%94%E5%8F%B0%E4%BD%8E%E7%87%92%E4%B9%BE%E5%92%B3-x%E5%85%89%E7%85%A7-%E5%A4%A7%E7%89%87%E7%99%BD-%E7%A2%BA%E8%A8%BA%E9%BB%B4%E6%BC%BF%E8%8F%8C%E8%82%BA%E7%82%8E-065843432.html,145
1,女童上週才打疫苗！媽傻眼「確診A型流感」　醫師揭原因,2024-10-09,今年度公費流感及新冠疫苗10月1日正式開打一週，打氣出現兩樣情。衛福部疾病管制署8日公布，流感疫苗接種進度人數較去年同期略低。小兒科醫師顏俊宇也分享，有位家長向他哀號，小孩上週才剛打流感疫苗，怎料還是得到流感，對此，他也給出解釋，並呼籲大家最好趕快去施打。,Yahoo Entertainment,https://tw.news.yahoo.com/%E5%A5%B3%E7%AB%A5%E4%B8%8A%E9%80%B1%E6%89%8D%E6%89%93%E7%96%AB%E8%8B%97-%E5%AA%BD%E5%82%BB%E7%9C%BC-%E7%A2%BA%E8%A8%BAa%E5%9E%8B%E6%B5%81%E6%84%9F-%E9%86%AB%E5%B8%AB%E6%8F%AD%E5%8E%9F%E5%9B%A0-012300190.html,144
1,山陀兒風災後首例類鼻疽！疾管署：高雄6旬男「曾接觸污泥」確診,2024-10-14,[Newtalk新聞] 山陀兒風災後，高雄市爆出首例類鼻疽個案！疾管署今(15)日公布，1名60多歲高雄男性確診，患者本月6日開始出現發燒、呼吸困難及四肢無力等症狀，8日因肺炎住院，11日經血液培養確診類鼻疽。疾管署表示，患者有高血壓、氣喘病史，並曾接觸污水、污泥。目前正在一般病房接受治療。 疾管署表示，今(2024)年國內已累計96例本土類鼻疽確定病例(17例死亡)，為2001年以來同期最高，96例本土病例以65歲以上(55例)和50-64歲(31例)為主要年齡層，分布縣市以高雄市(72例)、臺南市(10例)、…,Yahoo Entertainment,https://tw.news.yahoo.com/%E5%B1%B1%E9%99%80%E5%85%92%E9%A2%A8%E7%81%BD%E5%BE%8C%E9%A6%96%E4%BE%8B%E9%A1%9E%E9%BC%BB%E7%96%BD-%E7%96%BE%E7%AE%A1%E7%BD%B2-%E9%AB%98%E9%9B%846%E6%97%AC%E7%94%B7-%E6%9B%BE%E6%8E%A5%E8%A7%B8%E6%B1%A1%E6%B3%A5-%E7%A2%BA%E8%A8%BA-074215472.html,148
1,山陀兒颱風後首例類鼻疽　高雄60多歲男接觸汙水發燒確診,2024-10-14,山陀兒颱風後爆出首例類鼻疽個案！疾管署今日公布，60多歲高雄男子月初出現發燒、呼吸困難、四肢無力等症狀，送醫診斷肺炎住院，他本身有慢性病及汙水、汙泥暴露史，後確診類鼻疽。,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d8a64c2f-7938-4c1e-89ad-92f153c8a151,133
1,快訊/麻疹又來了！上週境外移入+1例　30歲男富國島旅遊回台確診,2024-10-07,疾管署今（8）日公布國內新增1例境外移入麻疹確定病例，為北部30多歲男性，9月14日至18日赴越南富國島旅遊，9月23日至29日間陸續出現發燒、腹瀉、咳嗽、喉嚨痛等症狀多次就醫，9月29日出現紅疹，再次至醫院急診，當日即安排住院隔離治療，經通報檢驗確診，並已於10月5日出院返家。,Yahoo Entertainment,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E9%BA%BB%E7%96%B9%E5%8F%88%E4%BE%86%E4%BA%86-%E4%B8%8A%E9%80%B1%E5%A2%83%E5%A4%96%E7%A7%BB%E5%85%A5-1%E4%BE%8B-30%E6%AD%B2%E7%94%B7%E5%AF%8C%E5%9C%8B%E5%B3%B6%E6%97%85%E9%81%8A%E5%9B%9E%E5%8F%B0%E7%A2%BA%E8%A8%BA-063914126.html,137
1,拖三年才確診！中年婦「乾燥症」害眼睛乾、皮膚癢　醫示警：嚴重恐肺炎,2024-10-17,一名年過50的孔小姐眼睛乾澀、有異物感超過三年，最初於眼科診斷為虹彩炎，接受類固醇眼藥水治療，因症狀反覆發作，再度至醫院檢查，確診為乾燥症。經中醫治療半個月後，症狀明顯有所改善。,Yahoo Entertainment,https://tw.news.yahoo.com/%E6%8B%96%E4%B8%89%E5%B9%B4%E6%89%8D%E7%A2%BA%E8%A8%BA-%E4%B8%AD%E5%B9%B4%E5%A9%A6-%E4%B9%BE%E7%87%A5%E7%97%87-%E5%AE%B3%E7%9C%BC%E7%9D%9B%E4%B9%BE-%E7%9A%AE%E8%86%9A%E7%99%A2-024107340.html,134
1,新冠確診病人醫院逞兇　殺傷護理師判賠913萬,2024-10-16,CNEWS匯流新聞網記者張孝義／台北報導 洪姓新冠肺炎確診患者入住醫院隔離病房，卻擅自離開病房，還將攔阻的3名護理師殺傷，最高法院依2個殺人未遂、1個傷害罪判處洪男9年4月定讞；3名受傷護理師提出民事求償，新北地院判洪男賠償3名護理師共913萬5348元，洪男上訴二審，高院民庭今（16）日駁回上訴。可上訴。 洪姓被告罹患新冠肺炎入住雙和醫院負壓隔離病房期間，...,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_12aeb943-d3c8-4ba6-b9c4-7c5f881686d8,127
1,新增兩宗類鼻疽確診　兩名長期病患長者情況穩定,2024-10-10,衞生防護中心由上星期五至昨日，錄得兩宗新增感染類鼻疽確診個案，兩名病人現時情況穩定。 首宗個案涉及一名居於深水埗有長期病患的83歲女子，她上月20日起出現發燒及咳嗽，本月1日入住威爾斯醫院接受治療。 另一宗個案涉及一名居於觀塘有長期病患的82歲男子，他自8月起右頸出現腫塊，上月20日起出現發燒、咳嗽及呼吸困難，同日入住伊利沙伯醫院接受治療。 本港今年共錄得18宗類鼻疽個案，2023年共錄得17宗類鼻疽個案。,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9fbe5ee7-2869-4311-9144-b3489d3efeef,126
1,本土登革熱新店再增1例！66歲女發燒、頭痛　就醫檢查後確診,2024-10-04,新北市新增1例本土登革熱病例，為新店區66歲女，於10月2日出現發燒、頭痛等疑似症狀，就醫通報送驗後確診，目前症狀緩解，經調査仍與目前高風險區域有關，研判感染範圍未擴大，截至10月3日新北累計60例本土登革熱病例。,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_fee7dcd1-2b79-47de-bfca-14d1dad52263,140
1,本港整體侵入性乙型鏈球菌每日確診者平穩　逾90病人中4人離世,2024-10-04,衞生防護中心表示，根據近兩周醫院的監測數據顯示，整體侵入性乙型鏈球菌的每日確診人數已維持平穩。群組累計91名病人，其中4人已去世。 針對入院病人的樣本化驗分析，自上月27日的匯報後，中心今日再確認12宗較早前入院的個䅁屬基因序列型283，即是ST283，分別為5男7女，年齡49至97歲，他們主要出現敗血症及關節膿腫。連同早前公布的79宗ST283感染個案，群組累計涉及91名病人，居於全港18區，全部病人在上月中旬前發病，當中70名病人本身有長期病患。40人已出院，43名留院病人情況穩定，4人情況嚴重，另外4名有長…,Yahoo Entertainment,https://hk.news.yahoo.com/%E6%9C%AC%E6%B8%AF%E6%95%B4%E9%AB%94%E4%BE%B5%E5%85%A5%E6%80%A7%E4%B9%99%E5%9E%8B%E9%8F%88%E7%90%83%E8%8F%8C%E6%AF%8F%E6%97%A5%E7%A2%BA%E8%A8%BA%E8%80%85%E5%B9%B3%E7%A9%A9-%E9%80%BE90%E7%97%85%E4%BA%BA%E4%B8%AD4%E4%BA%BA%E9%9B%A2%E4%B8%96-122858229.html,124
1,本港新增一宗感染類鼻疽確診個案　74歲患者情況穩定,2024-10-04,衞生防護中心公布，過去一星期錄得一宗新增感染類鼻疽確診個案，患者是一名有長期病患的74歲男子，居於將軍澳。他於上月21日起出現發燒及腳腫，同日入住將軍澳醫院接受治療。病人現時情況穩定。他的臨床樣本經化驗證實對類鼻疽伯克氏菌呈陽性反應。 中心正調查個案的感染源頭，流行病學調查仍在進行中。本港今年共錄得16宗類鼻疽個案。去年共錄得17宗。 中心重申，類鼻疽病菌一般不會人傳人或經動物傳人，但類鼻疽病菌可存活於本地環境，再次提醒市民，類鼻疽可經受污染的土壤和水於颱風和暴雨期間及之後傳播。高風險人士應避免使用雨水渠道附近的…,Yahoo Entertainment,https://hk.news.yahoo.com/%E6%9C%AC%E6%B8%AF%E6%96%B0%E5%A2%9E-%E5%AE%97%E6%84%9F%E6%9F%93%E9%A1%9E%E9%BC%BB%E7%96%BD%E7%A2%BA%E8%A8%BA%E5%80%8B%E6%A1%88-74%E6%AD%B2%E6%82%A3%E8%80%85%E6%83%85%E6%B3%81%E7%A9%A9%E5%AE%9A-105326461.html,125
1,東南亞旅遊 男確診屈公病,2024-10-22,記者葉進耀∕台南報導 住善化區的一名二十多歲男子到泰國、印度等東南亞國家旅遊，返台出現發燒症狀，經機場登革熱快 […],Yahoo Entertainment,https://tw.news.yahoo.com/%E6%9D%B1%E5%8D%97%E4%BA%9E%E6%97%85%E9%81%8A-%E7%94%B7%E7%A2%BA%E8%A8%BA%E5%B1%88%E5%85%AC%E7%97%85-133841232.html,132
1,混血女大生赴日探親小感冒　回台「右肺白一片」確診染黴漿菌肺炎,2024-10-18,[周刊王CTWANT] 入秋後日夜溫差大，門診出現黴漿菌肺炎感染案例。台日混血女大生9月赴日探親返台，作息日夜顛倒加上溫差大，出現低燒、乾咳就醫，服藥1周未改善甚至會呼吸喘、咳嗽、食慾變差、痰咳不出來，赴台中醫院X光一照發現「右肺下方一大片都白了」，確診是黴漿菌肺炎，且併發罕見壞死...,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1a080cc4-b7db-4cae-b275-e4bc94a3f81a,143
1,澳門確診今年首宗本地登革熱感染個案,2024-10-23,澳門確診今年首宗本地登革熱感染個案。56歲男患者在本月18日開始出現發熱、頭痛及肌肉痛，曾在醫療機構就醫，後因症狀持續，22日到珠海醫院求診，懷疑感染登革熱後，回澳門政府醫院就醫，經血液化驗確診感染登革熱。患者否認在潛伏期內有外遊史。 澳門衛生局已派員到患者位於北區青洲海棠巷住所，以及工作的紀念孫中心市政公園和二龍喉公園，進行病例搜尋，孳生源巡查以及防範性滅蚊工作。衛生局又提醒，澳門仍處於蚊媒傳播疾病季節，廣東省亦有較多本地傳播個案，居民不能掉以輕心。 澳門今年已確診15宗輸入登革熱個案，單在本月已就有10宗。,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_90656324-c8f8-47ac-85e8-e6b5f64e0b18,130
1,男子確診擅離隔離病房還持刀刺傷3女護理師 二審維持判賠913萬餘元,2024-10-16,新北市洪姓男子在民國110年5月確診COVID-19，在衛福部雙和醫院隔離期間，擅離病房並持刀攻擊3名女護理師成重傷。二審今天維持一審認定判洪男須賠償3人共新台幣913萬餘元，可上訴。洪男被控刑事案件部分，已遭判刑9年4月確定。,Yahoo Entertainment,https://tw.news.yahoo.com/%E7%94%B7%E5%AD%90%E7%A2%BA%E8%A8%BA%E6%93%85%E9%9B%A2%E9%9A%94%E9%9B%A2%E7%97%85%E6%88%BF%E9%82%84%E6%8C%81%E5%88%80%E5%88%BA%E5%82%B73%E5%A5%B3%E8%AD%B7%E7%90%86%E5%B8%AB-%E4%BA%8C%E5%AF%A9%E7%B6%AD%E6%8C%81%E5%88%A4%E8%B3%A0913%E8%90%AC%E9%A4%98%E5%85%83-111935501.html,128
1,男子確診這病竟要包尿布！ 醫：治療不慎恐留永久影響,2024-10-15,【NOW健康 翁靖祐／新北報導】30歲的吳先生，多年前於臀部、腋下及胸口長出幾粒伴隨著化膿的凸起顆粒，患處不僅反覆紅腫流膿、疼痛難耐、散發異味，還需墊著多層紗布，甚至要包尿布，才能防止膿汁滲透到外衣褲，造成生活極大不便。至台北慈濟醫院皮膚科廖澤源醫師門診就診後，診斷為化膿性汗腺炎，廖醫師決定替吳先生向健保申請專案生物製劑治療，如今，吳先生的患處已經大幅進步。 化膿性汗腺炎治療勿拖延 不只疼痛難耐更影響心理 化膿性汗腺炎為一種罕見的自體發炎疾病，根據統計，發病年齡多介於15至24歲之間，且體型肥胖或是有抽菸習慣者更…,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a69a7685-0b77-49e4-a9a2-b82857193038,147
1,確診血管阻塞 支架手術打通8成,2024-10-08,35歲陳姓新手爸爸日前抱著剛出生孩子上樓換尿布，結果才走到二樓就感到 ...,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_aef49dd4-63f6-4181-acb5-80c4fd0556af,131
1,肺癌致死率第一！肺癌權威：確診後3至4月是「救命」黃金期！,2024-10-04,"肺癌連續蟬聯台灣癌症死亡率第一名，每年約有9,700人死於肺癌，占所有癌症死亡人數的近五分之一。醫師表示，肺癌初期毫無症...",Yahoo Entertainment,https://tw.news.yahoo.com/%E8%82%BA%E7%99%8C%E8%87%B4%E6%AD%BB%E7%8E%87%E7%AC%AC-%E8%82%BA%E7%99%8C%E6%AC%8A%E5%A8%81-%E7%A2%BA%E8%A8%BA%E5%BE%8C3%E8%87%B34%E6%9C%88%E6%98%AF-%E6%95%91%E5%91%BD-%E9%BB%83%E9%87%91%E6%9C%9F-200000207.html,139
1,腸病毒肆虐 北市62班停課、新北確診增加,2024-10-03,腸病毒正值流行期，北市國小、幼兒園上周有62班因腸病毒停課一周。新北市9月22至28日確診有2821例，相較上一周約25...,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c8161e5b-4453-4a8a-bf8f-2c4a3902c854,135
1,診間擠滿一堆孩「都確診腸病毒」！ 醫示警「4大症狀」中鏢了：孩子無故食慾不佳注意,2024-10-07,開學了， 腸病毒又開始流行了，最近診間滿滿都是帶著腸病毒孩子來看診的爸媽，對此，輔大醫院耳鼻喉科主任胡皓淳醫師分享，腸病毒有哪些常見症狀，如果各位爸媽，不幸發現孩子出現這些狀況，請盡快就醫看診！ 1、發燒：發燒是腸病毒最常見的症狀之一，患者很輕易就有可能燒到38度，甚至39度。這種發燒通常是腸病毒感染早期的信號，尤其在兒童中更為明顯。 2、喉嚨痛和口腔潰瘍：腸病毒感染常常會引起喉嚨痛，並伴隨口腔內部出現小的潰瘍。這些潰瘍可能會讓患者，感到吃東西和喝水時的痛苦，特別是在吃酸性或辛辣食物時更為明顯。口腔潰瘍也可能擴散…,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5043854f-7660-4d22-87e5-fcccd9264a20,136
1,跌破頭手腳麻木不能行 確診後縱韌帶骨化 手術+復健脫困,2024-10-01,台中一名體育老師月初在訓練學校田徑隊時，不小心從階梯上滑倒，整個人往 ...,Yahoo Entertainment,https://tw.news.yahoo.com/%E8%B7%8C%E7%A0%B4%E9%A0%AD%E6%89%8B%E8%85%B3%E9%BA%BB%E6%9C%A8%E4%B8%8D%E8%83%BD%E8%A1%8C-%E7%A2%BA%E8%A8%BA%E5%BE%8C%E7%B8%B1%E9%9F%8C%E5%B8%B6%E9%AA%A8%E5%8C%96-%E6%89%8B%E8%A1%93-%E5%BE%A9%E5%81%A5%E8%84%AB%E5%9B%B0-133417319.html,141
1,高雄男子確診類鼻疽！ 疾管署：高風險族群需嚴防重症,2024-10-15,【NOW健康 陳郁茹／台北報導】山陀兒颱風來襲後，國內新增1名本土類鼻疽病例！疾病管制署今（15）日表示，個案為高雄市60多歲男性，本身具慢性病史及汙水、汙泥暴露史，因發燒、呼吸困難、四肢無力等症狀就醫，目前住院治療中。 2001年來同期最高！今年本土類鼻疽累計96例 疾管署表示，今年國內已累計96例本土類鼻疽確定病例，其中累計17例死亡，為2001年以來同期最高！從96例本土病例中可觀察到，以65歲以上（55例）和50至64歲（31例）為主要年齡層，個案分布縣市以高雄市（72例）、台南市（10例）、台中市（4例…,Yahoo Entertainment,https://tw.news.yahoo.com/%E9%AB%98%E9%9B%84%E7%94%B7%E5%AD%90%E7%A2%BA%E8%A8%BA%E9%A1%9E%E9%BC%BB%E7%96%BD-%E7%96%BE%E7%AE%A1%E7%BD%B2-%E9%AB%98%E9%A2%A8%E9%9A%AA%E6%97%8F%E7%BE%A4%E9%9C%80%E5%9A%B4%E9%98%B2%E9%87%8D%E7%97%87-062322533.html,142
1,麻疹近半年首例境外移入！30歲男越南旅遊返台確診,2024-10-08,疾管署今天（8日）指出，一名30多歲男性9月中至越南富國島旅遊，返台後發燒出疹，確診為麻疹患者，是近半年來首例境外移入案例，已匡列154名接觸者；疾管署表示，即起提升越南麻疹的國際旅遊疫情建議為1級，提醒民眾注意；此外，兒童務必接種麻疹相關疫苗足夠劑次後再前往。,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_81d2f9c7-8e77-4711-9d35-967161c308ef,138
2,減重靠間歇性斷食半年恐失效，研究：睡眠定成敗,2024-10-21,擁有好身材，不僅是對美的嚮往，也是對健康的追求，以間歇性斷食通常能在短時間享受減重效果，但醫師提醒間歇性斷食的「魔力」多數在半年後失效，睡眠是長期體重控制的關鍵。 瑞士日內瓦大學醫院內分泌學助理教授柯里特（Tinh-Hai Collet）20日出席中華民國肥胖研究學會「建構全人永續的體重管理策略」年...,Technews.tw,https://technews.tw/2024/10/21/sleep-is-very-important/,150
